Frequency,Nominal,Min,Max
7320,-9.824326165466921,-10.857382457783055,-8.900062514122418
7500,-10.231471333955714,-11.334403711021992,-9.249118555097462
7650,-10.583150135235364,-11.748208736825122,-9.549423932623068
7800,-10.946723600554852,-12.17771389752838,-9.858741684151928
8000,-11.451078710741955,-12.776360411969803,-10.28594698296102
8200,-11.979283510103972,-13.406783065270803,-10.731063870376758
8400,-12.533048727074208,-14.071445937488102,-11.195278393017263
8600,-13.114220480782635,-14.773022114830892,-11.679863046886238
8800,-13.724791682338438,-15.514411154127206,-12.186183837266835
9000,-14.366914128504273,-16.29875713777567,-12.715707840560363
9200,-15.042911219785363,-17.129466966997697,-13.270011271138099
9400,-15.755291185568504,-18.01022837248652,-13.850788043295355
9600,-16.506760632353252,-18.9450268975397,-14.45985880045522
9800,-17.30023814245687,-19.93816081515607,-15.099180359419295
10000,-18.138867533895866,-20.994252561033925,-15.77085548489663
10200,-19.0260302403211,-22.118254781374944,-16.47714286652346
10400,-19.965356074604845,-23.31544849096004,-17.22046711437975
10600,-20.960731391641847,-24.591430100287045,-18.00342851631512
10800,-22.01630335533485,-25.95208319780613,-18.82881220731355
11000,-23.13647863230968,-27.40352998107019,-19.699596283147933
11200,-24.325914373710308,-28.95205616908577,-20.61895824268576
11500,-26.250679731450315,-31.47071795533015,-22.09653619619787
11800,-28.359605791835712,-34.24283598292389,-23.703335138227185
12000,-29.876669495601686,-36.24106564384279,-24.852828024523955
12200,-31.488790796312703,-38.36481906147764,-26.069764787925134
12500,-34.09632535014469,-41.792472197510996,-28.03102432852763
12800,-36.94485147887883,-45.51274102337531,-30.168493045602908
13000,-38.98399596972694,-48.15159988093038,-31.698684735008364
13200,-41.13812738124785,-50.91026287637652,-33.318001333467805
13500,-44.5863560173155,-55.24980728606181,-35.92261138712438
13800,-48.28973059525188,-59.785338227050175,-38.747818659937344
14000,-50.89251804799754,-62.88479458333512,-40.75776329533328
14200,-53.59289350078953,-66.01712590011873,-42.87013004856379
14500,-57.80045706808736,-70.71953470035854,-46.229296412179025
14800,-62.14972695908649,-75.34485993806453,-49.80876502888193
15000,-65.09654458720345,-78.34160425452274,-52.308559040284024
15500,-72.47031776554651,-85.36342602169496,-58.889297276392384
16000,-79.57212674665713,-91.50635980732004,-65.77705472774463
16500,-86.09016861115292,-96.62686321940596,-72.70584516211565
17000,-91.80659603070266,-100.69077064000432,-79.38415557264877
17500,-96.61032578898522,-103.72768856938974,-85.55225309071079
18000,-100.47512692009799,-105.79048339054218,-91.02377805421126
18500,-103.42518468750623,-107.13910029760758,-95.69682915685706
19000,-105.50454234495187,-107.71940000699128,-99.53960336032586
19500,-106.75615353904101,-107.76718487896062,-102.56527741389512
20000,-107.20976252788608,-107.7620617867596,-104.80810195265848
20500,-106.8759683339097,-107.72036447975042,-102.46197568897598
21000,-105.74437381151968,-107.74619493667268,-98.9429346982064
21500,-103.78504890838583,-107.54041816244049,-94.36642799124562
22000,-100.95401814747922,-106.61570326819084,-88.72858720679363
22500,-97.20486565731709,-105.23766575818806,-82.11583930603808
23000,-92.50924298844474,-103.17135427227814,-74.74566899390227
23500,-86.88746344137266,-100.32464072212346,-66.96857237964511
24000,-80.44406705568575,-96.66032601560158,-59.20691487587729
24500,-73.39224878956772,-92.15909506587482,-51.85119024483346
25000,-66.04397527930908,-86.84305265900673,-45.173489589467245
25500,-58.754965352544865,-80.80194706498644,-39.30128216450314
26000,-51.845548424411106,-74.21084474549863,-34.244267450721836
27000,-39.9447963132614,-60.43569222312674,-26.297009772348225
27500,-35.076736337812335,-53.82410482768382,-23.214155765610624
28000,-30.88907639281745,-47.69883681896004,-20.599853978893364
28500,-27.306748243286616,-42.18010392485943,-18.374037552623367
29000,-24.246584288067503,-37.306287327742325,-16.469609281079492
29500,-21.6289639366361,-33.057441212785584,-14.831380561564096
30000,-19.383006094069515,-29.38040975820679,-13.414360475867806
30500,-17.448055324105173,-26.208150806387025,-12.181983688702212
31000,-15.773324981274328,-23.47188475384991,-11.104517725240054
31500,-14.316775710586985,-21.10752349844977,-10.157721393588954
32000,-13.043787974761372,-19.05838438633921,-9.321751752699393
33000,-10.939626973175258,-15.718695114063136,-7.919841757885251
34000,-9.28788519266046,-13.149178012425184,-6.798988364612844
35000,-7.969801099019585,-11.1382559285312,-5.889625460334686
36000,-6.90241645522823,-9.538954552628345,-5.142242071604931
37000,-6.026687376477126,-8.248174815910215,-4.520904136116117
39000,-4.690190996210895,-6.318833724004226,-3.556751457550246
40000,-4.174158244404021,-5.588045481581371,-3.1787753759155595
41000,-3.7336838180257073,-4.970922982673769,-2.85336968989228
42000,-3.354861487461537,-4.445297278517147,-2.5713317615320035
43200,-2.966527415746781,-3.911596302333563,-2.279983229215121
44500,-2.6117169273917966,-3.4286987946120324,-2.0116785748525663
45800,-2.311853816628449,-3.024266198678253,-1.7832442849511767
47500,-1.9852511388429854,-2.587793475593614,-1.5325542733646926
48800,-1.77554557495389,-2.30986033932419,-1.3704765861490666
50000,-1.6069583736599033,-2.0877990520614147,-1.2395008218471382
51500,-1.4241719908760562,-1.848479961574346,-1.0967653719119352
53000,-1.267100389601635,-1.6440844548976823,-0.973462367489119
55000,-1.0899771097916255,-1.4150642335074053,-0.8336394501319223
56500,-0.9768794216506079,-1.269688897398736,-0.743889576245941
58000,-0.8776869634202352,-1.1427709413977083,-0.6648463748708487
60000,-0.7633950519593725,-0.9972490056604459,-0.5733568387439798
61500,-0.6889417519080355,-0.9028890430334379,-0.5134971383737833
63000,-0.622612574838895,-0.8191346412326237,-0.4599794257847323
64500,-0.563282813412301,-0.7444798691720096,-0.41194453155204613
66000,-0.5100132959341549,-0.6776737551675658,-0.36867192345260535
67500,-0.46201508054696083,-0.6176704738191672,-0.329553915636803
68800,-0.4241627029702856,-0.5704868979237989,-0.2986119702829275
70000,-0.39196802404284764,-0.5304557991667309,-0.27222522626742307
71500,-0.3550334577524172,-0.4846511048853855,-0.24186835162604298
73200,-0.31711044577037156,-0.4377628997047729,-0.210595523934538
75000,-0.2809422061153268,-0.39318908229973915,-0.18066172785817003
76500,-0.253549375626265,-0.35953164216525846,-0.15791307707365113
78000,-0.22836689508108957,-0.3286732339934927,-0.13693503657661885
80000,-0.19783048821518562,-0.29136971188074196,-0.11140471764493162
82000,-0.17034038261082318,-0.2579056410167651,-0.08832494167059425
