Frequency,Nominal,Min,Max
13000,-197.7618401178216,-199.52156868479733,-196.18650681932058
13200,-198.18829938779717,-200.01942591354518,-196.55449281838983
13500,-198.84681441431613,-200.7917549147154,-197.12043757234665
13800,-199.5293390960645,-201.59688371375498,-197.70408814836108
14000,-199.99854027081295,-202.1531512298277,-198.10358536024387
14200,-200.47972574960826,-202.7260124025276,-198.51181808586045
14500,-201.22525935995947,-203.61841752186228,-199.14138292577016
14800,-202.00119938564967,-204.55354540064678,-199.79283306944708
15000,-202.53652453472083,-205.2025075887704,-200.24002057219917
15500,-203.94346794832947,-206.92319360351908,-201.40658410700306
16000,-205.45913280078364,-208.8017259846245,-202.64922232716597
16500,-207.0988848260406,-210.8636627879676,-203.97735109014417
17000,-208.88092316708583,-213.139906847547,-205.40190269486453
17500,-210.82691374756962,-215.66798739304417,-206.93563126398945
18000,-212.9627705251275,-218.4936069433905,-208.5934869880068
18500,-215.3196086320353,-221.6724256256944,-210.3930742094637
19000,-217.93488323512815,-225.27193765152532,-212.35520979365825
19500,-220.85369877733822,-229.37304207217946,-214.5045977814425
20000,-224.13020572612305,-234.07041294097274,-216.87063141229297
20500,-227.82886130330988,-239.46989364437755,-219.48831937170675
21000,-232.02506006094632,-245.67982815595778,-222.39930056312977
21500,-236.80416236474738,-252.79195308150352,-225.65284495911104
22000,-242.25720595950736,-260.8480399389638,-229.30661094858849
22500,-248.47068818433314,-269.79475037634273,-233.42670365944196
23000,-255.50739413277708,-279.44412602503604,-238.08621116846325
23500,-263.3769951216475,-289.4726950303592,-243.36087792638924
24000,-272.0015135434101,-299.48352180074676,-249.3200448263382
24500,-281.1917738303235,-309.1107406917286,-256.010950125084
25000,-290.6580382511279,-318.1067963784893,-263.436050263136
25500,-300.06567869789365,-326.3693123589549,-271.52754003008806
26000,-309.1148945216537,-333.9148410780508,-280.13031834309953
27000,-325.4411350998448,-347.2478028463984,-297.8859205911872
27500,-332.63761696259496,-353.29073986831577,-306.500968413209
28000,-339.26119103738534,-359.0896354138481,-314.66117919905486
28500,-345.41169438781617,-364.76250413272936,-322.2635337817092
29000,-351.19902071576416,-370.41606193191114,-329.2874152590239
29500,-356.7316373729509,-376.14500562892596,-335.7714136421812
30000,-362.11133601510204,-382.0305730630793,-341.7884946605973
30500,-367.43133020857925,-388.13739437405724,-347.42692201855215
31000,-372.77563869623594,-394.508242598394,-352.77828831352195
31500,-378.2184200744234,-401.15711057138316,-357.93115542381344
32000,-383.82241765921884,-408.0622306753352,-362.9682302599503
33000,-395.6889728945734,-422.35693883402973,-372.9911647167775
34000,-408.5065609100824,-436.51791689619563,-383.36321788911
35000,-421.9627062722975,-449.5397350869691,-394.4497148838071
36000,-435.3217566006637,-460.7862866477117,-406.38249509795895
37000,-447.7337381536251,-470.1282038408995,-418.9538645236202
39000,-467.81010160101147,-483.9850880967073,-443.61543669881894
40000,-475.42465974925653,-489.0981143567675,-454.4100658827736
41000,-481.70617185938056,-493.34282663051977,-463.72601813057247
42000,-486.9095344795043,-496.90904436784956,-471.579745180056
43200,-492.0396411870721,-500.4934448940122,-479.31495860235816
44500,-496.5507560595561,-503.71863532362255,-486.0185599642206
45800,-500.24441667756804,-506.42085552158704,-491.3897047654364
47500,-504.1648396303635,-509.3583916175857,-496.94094327315827
48800,-506.6400237595052,-511.25352974938517,-500.35591862072215
50000,-508.6151945059204,-512.7899113103216,-503.0280061340903
51500,-510.75151555416755,-514.4768651602346,-505.8637257069092
53000,-512.5921441673536,-515.9521554243584,-508.2611706974448
55000,-514.6865341659195,-517.6562775454149,-510.93765311334073
56500,-516.0426749338966,-518.7745510230089,-512.6417237120787
58000,-517.2502433860783,-519.7803385856745,-514.140179805642
60000,-518.6704393781514,-520.9755154012154,-515.8800094603977
61500,-519.6172114031356,-521.7797643841138,-517.0265833998087
63000,-520.4787745485767,-522.516899963287,-518.0608809317021
64500,-521.2668117976107,-523.1955669460476,-518.9994371614922
66000,-521.9909321432717,-523.8229600914141,-519.8556576525108
67500,-522.6591130708454,-524.4051178523856,-520.640525759802
68800,-523.1981456798413,-524.8770320600354,-521.2700919345982
70000,-523.6661028256584,-525.288381997354,-521.8140653345268
71500,-524.2150282546314,-525.772887055645,-522.4491335764313
73200,-524.7937957265356,-526.2860662697425,-523.115223875136
75000,-525.3620822845378,-526.7923042196614,-523.7657899023839
76500,-525.8044804601485,-527.188026842765,-524.2698889550841
78000,-526.221397802162,-527.5622730942632,-524.7430847733384
80000,-526.7416330818871,-528.0310710715366,-525.3310219287991
82000,-527.2254333789773,-528.4688581171306,-525.8752874608992
84000,-527.6768337846737,-528.8789299763134,-526.3809506372917
86000,-528.0992803508422,-529.2641195589185,-526.8523075563456
88000,-528.4957350618644,-529.6268764851002,-527.2930246808245
90000,-528.8687589992072,-529.969330659613,-527.7062513875484
92000,-529.2205788224562,-530.2938425359147,-528.0947090811699
94000,-529.55314035761,-530.6015529723378,-528.4607623880748
96000,-529.868152128467,-530.8938627267257,-528.8064765096034
98000,-530.1671209745123,-531.1720527948778,-529.1336637847537
100000,-530.451381391025,-531.4372621077441,-529.4439217666909
102000,-530.7221198509573,-531.6905069980561,-529.7386645707219
104000,-530.9803950866818,-531.9326975228705,-530.0191488465417
106000,-531.2271550971849,-532.1646512220217,-530.2864954247527
108000,-531.4632514843909,-532.3871047729615,-530.5417074591154
110000,-531.6894515980205,-532.6014236703166,-530.7856857119889
112000,-531.9064488721914,-532.807568217452,-531.0192414968654
115000,-532.2160480803497,-533.1024483061395,-531.3516171060643
118000,-532.5082262824301,-533.3815865854275,-531.6643657124614
120000,-532.6941526301812,-533.5596589100187,-531.8629093154522
122000,-532.8735040963677,-533.7317702630145,-532.054079836691
125000,-533.1310653304921,-533.9795273673037,-532.3280026826743
128000,-533.3759318227177,-534.2157415443713,-532.5877470581615
130000,-533.5326572740241,-534.3672817254792,-532.7536436919985
132000,-533.6845056447775,-534.5143756698502,-532.914113011259
135000,-533.9037088764137,-534.727195568382,-533.1452955406373
138000,-534.1133469723828,-534.9312750431734,-533.3658678489945
140000,-534.2481555595415,-535.0627994509325,-533.5074337910386
142000,-534.379236730751,-535.1909105986084,-533.6448770801331
145000,-534.5692692705642,-535.3770379793,-533.8437631559689
148000,-534.751898104036,-535.5563727849742,-534.0344816711458
150000,-534.8697946887809,-535.6723882709058,-534.1573790540443
155000,-535.1520528724349,-535.9509505082323,-534.4508897801288
160000,-535.4180211375146,-536.2145180180504,-534.7265101247214
165000,-535.6693953362334,-536.4646321183184,-534.9861339852987
170000,-535.9076389307126,-536.7026254877906,-535.2313913080994
175000,-536.1340220400265,-536.9296567861742,-535.4636931957367
180000,-536.3496527892846,-537.146738532241,-535.6842679743164
185000,-536.5555026880131,-537.3547597348785,-535.8941902809224
190000,-536.7524273335964,-537.5545044027966,-536.0944047096391
195000,-536.9411834220961,-537.7466667892878,-536.285745176678
200000,-537.1224428184481,-537.9318640297892,-536.468950889141
205000,-537.2968042669892,-538.1106466819417,-536.6446795979268
210000,-537.4648031949544,-538.2835075664113,-536.8135186629328
215000,-537.626919964435,-538.4508892220963,-536.9759943438271
220000,-537.7835868540807,-538.613190224514,-537.1325796422836
225000,-537.935193994686,-538.7707705660893,-537.2837009545161
230000,-538.0820944384457,-538.9239562580997,-537.4297437411019
235000,-538.2246085069964,-539.073043283506,-537.5710573806814
240000,-538.3630275360664,-539.2183010057977,-537.7079593424203
245000,-538.4976171129271,-539.3599751198535,-537.8407387870809
250000,-538.6286198856122,-539.4982902155367,-537.9696596866418
255000,-538.7562580090321,-539.6334520124573,-538.0949635364864
260000,-538.8807352819744,-539.7656493144185,-538.2168717213758
270000,-539.1209417014322,-540.0218311511911,-538.4512982530658
275000,-539.2370024191739,-540.1461231444692,-538.5641762229636
280000,-539.3505681630144,-540.2680680685323,-538.6743807875085
285000,-539.461774956888,-540.3877921489022,-538.7820592804829
290000,-539.570748869037,-540.505412400819,-538.8873481879556
295000,-539.6776069117611,-540.6210374571739,-538.9903741361038
300000,-539.78245784463,-540.7347683081382,-539.0912547721856
305000,-539.8854028931036,-540.8466989633461,-539.1900995519924
